-- ========================
-- 3.1
-- ========================
column_name	data_type	max_length	is_nullable	column_id
FA_FROM_MEMORIAL_HOSPITAL_AT_GULFPORT_IB_BD_SFTP_PULL	1501	2	2026-04-22 14:30:00.740	2026-04-23 14:30:00.760
FA_CLIENTS_INVALID_ACCOUNTS_OB_EOBD_D2S_RPT	1499	2	2026-04-22 16:00:00.747	2026-04-23 16:00:00.753
FA_TO_REG_F_AUDIT_OB_EOBD_S2D_RPT	1318	2	2026-04-22 07:00:00.670	2026-04-23 07:00:00.700
FA_FROM_ATTACH_ENCOUNTERS_IB_EOBD_S2S_RPT	1320	2	2026-04-22 17:10:00.663	2026-04-23 17:10:00.697
FA_TO_PHIN_SOLUTIONS_BKY_OB_BD_S2D_SP	1348	2	2026-04-22 06:58:00.687	2026-04-23 06:58:00.710
FA_TO_CLIENTS_FTP_FILES_LIST_IB_S2D_RC_RPT	1358	2	2026-04-22 11:30:00.687	2026-04-23 11:30:00.703
FA_TO_WOMANS_HOSPITAL_EPIC_OB_BD_S2D_NTRT	1361	2	2026-04-22 22:00:00.703	2026-04-23 22:00:00.737
FA_TO_ASSOCIATED_PATHOLOGISTS_OB_BD_S2P_RM	1363	2	2026-04-22 10:35:00.683	2026-04-23 10:35:00.703
FA_TO_INCEPTION_OB_EO	1367	2	2026-04-22 12:58:00.677	2026-04-23 12:58:00.697
FA_TO_CLIENTS_OUTBOUND_FILES_LIST_IB_D2S	1368	2	2026-04-22 08:48:00.713	2026-04-23 08:48:00.757
FA_TO_CLIENTS_OUTBOUND_FILES_PROCESSED_ENSEMBLE_OB_S2D_RC_RPT	1373	2	2026-04-22 09:07:00.687	2026-04-23 09:07:00.733
FA_TO_CLIENTS_OUTBOUND_FILES_NOT_PROCESSED_ENSEMBLE_OB_S2D_RC_RPT	1374	2	2026-04-22 09:05:00.683	2026-04-23 09:05:00.713
FA_TO_CLIENTS_OUTBOUND_FILES_PROCESSED_OB_S2D_RC_RPT	1375	2	2026-04-22 09:15:00.703	2026-04-23 09:15:00.720
FA_TO_CLIENTS_OUTBOUND_FILES_NOT_PROCESSED_OB_S2D_RC_RPT	1376	2	2026-04-22 09:20:00.793	2026-04-23 09:20:00.817
FA_FROM_VISPA_HSS_IB_BD_D2S_NT	1411	2	2026-04-23 04:30:00.723	2026-04-24 04:30:00.737
FA_FROM_LIVEVOX_IVR_ARLOG_IB_BD_D2S_SP	1423	2	2026-04-22 20:56:00.777	2026-04-23 20:56:00.807
FA_FROM_WEBRECON_LITIGIOUS_DEBTORS_IB_BD_PULL	1402	2	2026-04-22 12:35:00.703	2026-04-23 12:35:00.863
FA_TO_MEDICAL_CENTER_HEALTH_SYSTEM_OB_BD_S2D_NT	1395	2	2026-04-22 11:37:00.707	2026-04-23 11:37:00.727
FA_TO_LEXIS_NEXIS_ACCURINT_OB_BD_S2P_SP	1383	2	2026-04-22 23:12:00.710	2026-04-23 23:12:00.753
FA_TO_BOULDER_MEDICAL_EPIC_OB_BD_S2D_RT	1390	2	2026-04-22 12:13:00.713	2026-04-23 12:13:00.727
FA_TO_ARDENT_HB_OB_BD_S2D_RTNT	951	2	2026-04-23 05:50:00.113	2026-04-24 05:50:00.130
FA_TO_UNIVERSITY_HOSPITAL_OF_NEW_JERSEY_OB_BD_S2D_NT	954	2	2026-04-22 08:45:00.093	2026-04-23 08:45:00.113
FA_TO_VISPA_MONUMENT_HEALTH_IB_EO_PUSH	956	2	2026-04-22 17:00:00.097	2026-04-23 17:00:00.137
FA_TO_VIRGINIA_COMMONWEALTH_UNIVERSITY_BD_OB_S2D_NTRT	958	2	2026-04-22 08:55:00.127	2026-04-23 08:55:00.147
FA_TO_VANTAGE_PAY_OB_EO_S2D_ENCOUNTER_DETAIL	965	2	2026-04-22 19:03:00.133	2026-04-23 19:03:00.150
FA_TO_VANTAGE_PAY_OB_EO_S2D_ENCOUNTER_FILE	966	2	2026-04-22 19:00:00.137	2026-04-23 19:00:00.177
FA_TO_VANTAGE_PAY_OB_EO_S2D_GUARANTOR_FILE	967	2	2026-04-22 19:05:00.130	2026-04-23 19:05:00.130
FA_ULS_TO_VISPA_OB_PY	891	2	2026-04-23 05:20:00.063	2026-04-24 05:20:00.083
FA_TO_BORGESS_MEDICAL_CENTER_OB_BD_S2P_RT	921	2	2026-04-22 09:20:00.070	2026-04-23 09:20:00.097
FA_FROM_VISPA_OB_PULL	922	2	2026-04-23 01:00:00.093	2026-04-24 01:00:00.117
FA_DM_ENOTICE_ARCHIVE	823	2	2026-04-23 02:30:00.040	2026-04-24 02:30:00.060
FA_TO_BON_SECOUR_PB_OB_BD_S2D_RTNT	973	2	2026-04-22 07:23:00.107	2026-04-23 07:23:00.133
FA_FROM_MERCY_ENS_ARDENT_HB_IB_BD_PULL	949	2	2026-04-22 10:00:00.087	2026-04-23 10:00:00.130
FA_TO_CARILION_CLINIC_OB_BD_S2D_RTNT	934	2	2026-04-22 06:45:00.070	2026-04-23 06:45:00.103
FA_FROM_VIRGINIA_COMMONWEALTH_UNIVERSITY_IB_BD_SFTP_PULL	982	2	2026-04-22 09:18:00.123	2026-04-23 09:18:00.527
FA_TO_MERCY_ENS_NAPLES_OB_BD_S2D_RTNT	984	2	2026-04-22 07:52:00.123	2026-04-23 07:52:00.143
FA_TO_MERCY_HEALTH_LOCKBOX_EPIC_PAYMENT_ACH_OB_BD_S2D_RM	991	2	2026-04-22 13:10:00.130	2026-04-23 13:10:00.150
FA_TO_ROPER_ST_FRANCIS_OB_BD_S2D_RTNT	993	2	2026-04-22 07:15:00.120	2026-04-23 07:15:00.137
FA_FROM_ADENA_EPIC_OSU_IB_BD_PULL	994	2	2026-04-22 08:36:00.127	2026-04-23 08:36:00.167
FA_TO_ADENA_EPIC_OSU_OB_BD_S2D_RTNT	999	2	2026-04-22 08:42:00.140	2026-04-23 08:42:00.187
FA_TO_PAY_N_SECONDS_CLICK2PAY_OB_BD_S2D_RC	1003	2	2026-04-22 09:35:00.127	2026-04-23 09:35:00.140
FA_FROM_MERCY_ENS_ARDENT_PB_IB_BD_PULL	1004	2	2026-04-22 10:10:00.127	2026-04-23 10:10:00.150
FA_FROM_ROPER_ST_FRANCIS_IB_BD_PULL	1006	2	2026-04-22 09:42:00.127	2026-04-23 09:42:00.153
FA_TO_ARDENT_PB_OB_BD_S2D_NT	1008	2	2026-04-22 07:37:00.113	2026-04-23 07:37:00.133
FA_TO_BOONE_HOSPTIAL_CENTER_OB_BD_S2P_RTNT	1018	2	2026-04-22 07:35:00.150	2026-04-23 07:35:00.157
FA_TO_ARDENT_PB_OB_BD_S2D_RTRM	1020	2	2026-04-22 07:42:00.147	2026-04-23 07:42:00.173
FA_PHYDATA_IB_BD_SE	1021	2	2026-04-22 14:43:00.137	2026-04-23 14:43:00.160
FA_FROM_UNIVERSITY_OF_MISSOURI_IB_BD_MOVE_FILES	1057	2	2026-04-22 13:35:00.270	2026-04-23 13:35:00.287
FA_CARILION_CLINIC_DENTAL_CARE_IB_BD	1067	2	2026-04-22 12:10:00.157	2026-04-23 12:10:00.187
FA_TO_YAMPA_VALLEY_MEDICAL_OB_BD_S2D_NT	1075	2	2026-04-22 08:40:00.173	2026-04-23 08:40:00.193
FA_TO_YAMPA_VALLEY_MEDICAL_OB_BD_S2D_RT	1076	2	2026-04-22 08:43:00.153	2026-04-23 08:43:00.177
FA_TO_BORGESS_MEDICAL_CENTER_OB_BD_S2P_RM	1086	2	2026-04-22 11:10:00.217	2026-04-23 11:10:00.247
FA_TO_COVENANT_EPIC_OB_BD_S2D_NT	1123	2	2026-04-22 07:32:00.227	2026-04-23 07:32:00.250
FA_TO_UCH_SBO_DLY_OB_BD_S2D_RT	1140	2	2026-04-22 06:35:00.223	2026-04-23 06:35:00.253
FA_TO_UCH_SBO_OB_BD_S2D_NT	1141	2	2026-04-22 20:00:00.270	2026-04-23 20:00:00.287
FA_TO_CODY_REGIONAL_HOSPITAL_EPIC_OB_EO_S2D_NT	1149	2	2026-04-23 05:45:00.273	2026-04-24 05:45:00.303
FA_TO_CARILION_CLINIC_IB_D2D_SE	1147	2	2026-04-22 16:00:00.247	2026-04-23 16:00:00.267
FA_FROM_ALLEGAN_IB_BD_PULL	1168	2	2026-04-23 05:32:00.563	2026-04-24 05:32:00.627
FA_CLIENTS_CNSMR_TAG_IB_BDEO_S2X_BDL	1170	2	2026-04-22 21:15:00.550	2026-04-23 21:15:00.593
FA_CLIENTS_CNSMR_ACCNT_AR_IB_BDEO_S2X_BDL	1171	2	2026-04-22 21:00:00.573	2026-04-23 21:00:00.590
FA_TO_PNS_MEMORIAL_HOSPITAL_OB_EO_S2D_RM	1175	2	2026-04-22 11:30:00.547	2026-04-23 11:30:00.593
FA_FROM_ARIETIS_HEALTH_IB_BD_PULL	1176	2	2026-04-22 09:35:00.540	2026-04-23 09:35:00.570
FA_FROM_LIFESPAN_IB_BD_PULL	1177	2	2026-04-22 07:36:00.563	2026-04-23 07:36:00.607
FA_TO_LIFESPAN_R1_OB_BD_S2D_NT	1178	2	2026-04-22 10:16:00.550	2026-04-23 10:16:00.557
FA_TO_LIFESPAN_R1_OB_BD_S2D_RT	1179	2	2026-04-22 07:42:00.550	2026-04-23 07:42:00.567
FA_JACK_HUGHSTON_IB_EO_ENC_UPD_SP	1182	2	2026-04-22 11:55:00.540	2026-04-23 11:55:00.560
FA_FROM_LIFESPAN_PHARMACY_IB_BD_PULL	1184	2	2026-04-22 07:16:00.553	2026-04-23 07:16:00.583
FA_NCOA_IB_BDEO_S2P	1186	2	2026-04-22 21:00:00.603	2026-04-23 21:00:00.623
FA_TO_ZOTEC_IB_BD_S2D_NB_BYPASS_RPT	1188	2	2026-04-22 14:00:00.557	2026-04-23 14:00:00.587
FA_FROM_REVSPRING_IB_PULL	832	2	2026-04-23 06:25:01.023	2026-04-23 06:25:01.023
FA_TO_LIVEVOX_IVR_OB_BD_S2D	833	2	2026-04-23 05:30:00.050	2026-04-24 05:30:00.073
FA_TO_ASCENSION_CRITTENTON_OB_BD_S2P_NT	839	2	2026-04-22 13:06:01.010	2026-04-23 13:06:00.980
FA_FROM_GI_ALLIANCE_IB_BD_PULL	849	2	2026-04-22 09:46:01.010	2026-04-23 09:46:00.753
FA_TO_FORREST_GENERAL_OB_BD_S2D_NT	851	2	2026-04-22 06:40:00.030	2026-04-23 06:40:00.063
FA_TO_MAURY_REGIONAL_OB_BD_S2D_NT	852	2	2026-04-22 11:30:01.017	2026-04-23 11:30:00.043
FA_TO_JEFFERSON_DAVIS_OB_BD_S2D_NT	853	2	2026-04-22 06:47:01.003	2026-04-23 06:47:00.037
FA_TO_MERCY_LOURDES_EPIC_OB_BD_S2D_NT	856	2	2026-04-22 11:56:01.017	2026-04-23 11:56:00.047
FA_TO_MARION_GENERAL_HOSPITAL_OB_BD_S2D_NT	857	2	2026-04-22 06:52:00.017	2026-04-23 06:52:00.067
FA_TO_MERCY_STAR_MARCUM_WALLACE_OB_BD_S2D_NT	861	2	2026-04-22 11:33:00.033	2026-04-23 11:33:00.050
FA_TO_WALTHALL_GENERAL_HOSPITAL_OB_BD_S2D_NT	862	2	2026-04-22 06:42:00.027	2026-04-23 06:42:00.057
FA_TO_HIGHLAND_COMMUNITY_OB_BD_S2D_NT	863	2	2026-04-22 06:53:00.007	2026-04-23 06:53:00.047
FA_TO_SETON_SMITHVILLE_BSTX_OB_BD_S2P_RM	866	2	2026-04-23 10:00:00.020	2026-04-23 10:00:00.020
FA_TO_GCRMC_BD_OB_S2D_RTNT	867	2	2026-04-22 11:00:00.023	2026-04-23 11:00:00.040
FA_TO_QUORUM_HEALTH_BD_OB_S2P_NT	869	2	2026-04-22 08:14:00.030	2026-04-23 08:14:00.047
FA_TO_SUNY_OB_BD_S2D_NT	871	2	2026-04-22 09:53:00.017	2026-04-23 09:53:00.040
FA_TO_HAVEN_BEHAVIORAL_OB_EO_S2P_NT	872	2	2026-04-22 08:02:00.030	2026-04-23 08:02:00.040
FA_TO_PRHCC_OB_BD_S2D_NT	873	2	2026-04-22 06:59:00.033	2026-04-23 06:59:00.060
FA_TO_JACK_HUGHSTON_OB_EO_S2P_NT	876	2	2026-04-22 11:14:00.027	2026-04-23 11:14:00.097
FA_TO_INCEPTION_OB_EO_S2D_NT	877	2	2026-04-22 11:03:00.020	2026-04-23 11:03:00.063
FA_TO_MERCY_ENS_NICKLAUS_OB_S2D_RTNT	878	2	2026-04-22 07:20:00.030	2026-04-23 07:20:00.040
FA_TO_MERCY_ENS_SUMMIT_OB_BD_S2D_RT	879	2	2026-04-22 09:02:00.027	2026-04-23 09:02:00.057
FA_TO_MERCY_ENS_SUMMIT_OB_BD_S2D_NT	880	2	2026-04-22 08:51:00.020	2026-04-23 08:51:00.043
FA_TO_GCRMC_BD_OB_S2D_NT	881	2	2026-04-22 10:05:00.027	2026-04-23 10:05:00.047
FA_TO_HAVEN_BEHAVIORAL_OB_EO_S2P_RT	882	2	2026-04-22 08:01:00.043	2026-04-23 08:01:00.073
FA_TO_MERCY_ENS_FAIRFIELD_BD_OB_S2D_NTRT	883	2	2026-04-22 08:47:00.047	2026-04-23 08:47:00.070
CheckActiveSessionService	773	2	2026-04-23 17:45:46.970	2026-04-23 17:45:46.970
Schedule_CheckExpireService	17	2	2026-04-23 02:30:00.913	2026-04-24 02:30:00.930
Schedule_PerfDataPurgeService	7	2	2026-04-23 03:00:00.937	2026-04-24 03:00:01.027
Schedule_ProducedMsgPurgeService	4	2	2026-04-23 02:00:00.937	2026-04-24 02:00:01.033
FA_TO_PAYGROUND_ALL_CLIENTS_OB_EO_S2J_RPT	1526	2	2026-04-23 03:53:00.797	2026-04-24 03:53:00.833
FA_FROM_MSN_HEALTHCARE_SOLUTION_IB_BD_SFTP_PULL	1528	2	2026-04-23 04:00:00.770	2026-04-24 04:00:00.807
FA_FROM_PAYGROUND_ALL_CLIENTS_IB_EO_REPORTS_PULL	1530	2	2026-04-22 07:00:00.733	2026-04-23 07:00:00.747
FA_FROM_PAY_N_SECONDS_CNSMR_TAG_IB_BD_S2S_SBDL	1536	2	2026-04-23 04:57:00.783	2026-04-24 04:57:00.817
FA_TO_LINK_DHS_TRANSACTIONS_OB_EOBD_S2D_RPT	1540	2	2026-04-23 00:15:00.780	2026-04-24 00:15:00.817
FA_FROM_ACADIA_HEALTHCARE_IB_EO_P2S_RC	1541	2	2026-04-22 09:45:00.763	2026-04-23 09:45:00.800
FA_FROM_COACHELLA_VALLEY_ANESTHESIA_IB_BD_SFTP_PULL	1542	2	2026-04-23 04:00:00.817	2026-04-24 04:00:00.853
FA_TO_STITCHFIN_WVU_IB_BD_PUSH	1543	2	2026-04-22 13:00:00.757	2026-04-23 13:00:00.787
FA_LIFESPAN_R1_IB_BD_TR	1544	2	2026-04-22 08:40:00.757	2026-04-23 08:40:00.787
FA_AMSURG_MHS_IB_BD_NB	1545	2	2026-04-22 14:00:00.760	2026-04-23 14:00:00.777
FA_FROM_KINDBODY_IB_EOBD	1547	2	2026-04-23 04:45:00.800	2026-04-24 04:45:00.840
FA_MEDICAL_CENTER_HEALTH_IB_BD_RT	1513	2	2026-04-22 09:00:00.753	2026-04-23 09:00:00.780
FA_TO_MEMORIAL_HOSPITAL_BILOXI_OB_BD_S2D_RT	1507	2	2026-04-22 11:30:00.750	2026-04-23 11:30:00.780
FA_TO_KINDBODY_OB_EO_S2D_NT	1509	2	2026-04-22 11:00:00.753	2026-04-23 11:00:00.793
FA_TO_KINDBODY_VIOS_OB_EO_S2D_NT	1510	2	2026-04-22 11:01:00.767	2026-04-23 11:01:00.787
FA_TO_SETON_SMITHVILLE_RHTX_OB_BD_S2P_RM	842	1	2026-04-23 12:27:00.530	2026-04-23 12:27:00.530
FA_TO_ASCENSION_DELL_CHILDREN_NORTH_OB_BD_S2P_RM	1201	1	2026-04-23 12:29:00.580	2026-04-23 12:29:00.580
FA_TO_ENSEMBLE_COVENANT_OB_BD	1151	1	2026-04-22 07:40:00.250	2026-04-22 07:40:00.250
FA_TO_ACCRETIVE_TEXAS_OB_BD_S2P_RM	1143	1	2026-04-23 12:25:00.250	2026-04-23 12:25:00.250
FA_TO_BON_SECOURS_PB_OB_BD	1090	1	2026-04-22 09:00:00.207	2026-04-22 09:00:00.207
FA_TO_ROPER_ST_FRANCIS_OB_BD	1091	1	2026-04-22 08:55:00.220	2026-04-22 08:55:00.220
FA_TO_MERCY_NAPLES_OB_BD	1092	1	2026-04-22 07:55:00.247	2026-04-22 07:55:00.247
FA_TO_VIRGINIA_COMMONWEALTH_UNIVERSITY_OB_BD	1093	1	2026-04-22 08:50:00.207	2026-04-22 08:50:00.207
FA_TO_ADENA_EPIC_OSU_OB_BD	1094	1	2026-04-22 08:40:00.220	2026-04-22 08:40:00.220
FA_TO_TRANS_UNION_PCT_OB_S2D_RC	979	1	2026-04-23 06:26:00.157	2026-04-23 06:26:00.157
FA_TO_CARILION_CLINIC_HB_CANCEL_OB_BD_S2D_RM	937	1	2026-04-24 04:00:00.087	2026-04-24 04:00:00.087
FA_TO_CARILION_CLINIC_PB_CANCEL_OB_BD_S2D_RM	938	1	2026-04-24 04:00:00.087	2026-04-24 04:00:00.087
FA_TO_HSS_PB_OB_BD_S2D_NT	1412	1	2026-04-23 07:45:00.693	2026-04-23 07:45:00.693
FA_TO_INCEPTION_OB_EO_S2D_RT	1433	1	2026-04-22 17:00:00.720	2026-04-22 17:00:00.720
FA_TO_MERCY_ENS_ADENA_MEDITECH_OB_BD_S2P_RTNT	1229	1	2026-04-23 07:50:00.637	2026-04-23 07:50:00.637
FA_TO_MERCY_ENSEMBLE_NICKLAUS_PB_OB_BD	1167	1	2026-04-22 07:30:00.550	2026-04-22 07:30:00.550
FA_TO_BOONE_HOSPITAL_CENTER_OB_BD	1334	1	2026-04-22 09:00:00.677	2026-04-22 09:00:00.677
FA_TO_FAIRFIELD_MEDICAL_CENTER_OB_BD	1335	1	2026-04-22 08:50:00.677	2026-04-22 08:50:00.677
FA_TO_ARDENT_HB_OB_BD	1336	1	2026-04-22 08:15:00.703	2026-04-22 08:15:00.703
FA_TO_ADENA_HB_OB_BD	1337	1	2026-04-22 08:40:00.677	2026-04-22 08:40:00.677
FA_TO_THEDACARE_OB_BD	1338	1	2026-04-22 08:45:00.680	2026-04-22 08:45:00.680
FA_TO_MERCY_ENSEMBLE_OB_BD	1339	1	2026-04-22 09:15:00.687	2026-04-22 09:15:00.687
FA_TO_COVENANT_EPIC_OB_BD	1340	1	2026-04-22 08:15:00.703	2026-04-22 08:15:00.703
FA_TO_THEDACARE_BEHAVIORIAL_HOSPITAL_OB_BD	1341	1	2026-04-22 08:05:00.677	2026-04-22 08:05:00.677
FA_TO_BON_SECOUR_OB_BD	1342	1	2026-04-22 08:00:00.683	2026-04-22 08:00:00.683
FA_TO_ARDENT_PB_OB_BD	1343	1	2026-04-22 08:20:00.683	2026-04-22 08:20:00.683
FA_TO_ENSEMBLE_NICKLAUS_OB_BD	1344	1	2026-04-22 07:45:00.660	2026-04-22 07:45:00.660
FA_TO_ENSEMBLE_SUMMIT_OB_BD	1345	1	2026-04-22 07:35:00.667	2026-04-22 07:35:00.667

-- ========================
-- 3.5
-- ========================
family	instance_count	distinct_workflow_names
FA_*	203340	304
Schedule_*	3480	17
OTHER	2187	11

-- ========================
-- 3.6
-- ========================
status	wfd_count
ACTIVE (ran in last 48h)	684
DORMANT (no activity)	1783


-- ========================
-- STEP 3 CORRECTIONS
-- ========================

-- ========================
-- 3.3C
-- ========================
family	distinct_workflow_count
OTHER	737
FA_*	643
Schedule_*	24
EDIINT/AS2/AS3	15
Mailbox	12
Housekeeping	2

-- ========================
-- 3.4C
-- ========================
workflow_name	WFD_ID	instance_count	oldest	newest
FA_CLIENTS_ARCHIVE	795	3881	2026-04-22 06:35:03.220	2026-04-24 06:26:03.097
FA_CLIENTS_VITAL	800	3844	2026-04-22 06:35:03.190	2026-04-24 06:27:19.573
FA_CLIENTS_MAIN	798	2354	2026-04-22 06:35:02.157	2026-04-24 06:26:02.270
FileGatewayListeningProducer	789	574	2026-04-22 06:35:56.730	2026-04-24 06:23:45.373
FileGatewayReroute	791	574	2026-04-22 06:35:56.717	2026-04-24 06:23:45.373
Schedule_AssociateBPsToDocs	3	287	2026-04-22 06:35:52.477	2026-04-24 06:18:42.787
Schedule_IndexBusinessProcessService	11	287	2026-04-22 06:35:52.477	2026-04-24 06:18:42.053
FA_FROM_CLIENTS_FTP_FILES_LIST_IB_D2S_RC_ARC	1352	274	2026-04-22 06:36:00.703	2026-04-24 06:26:00.337
FA_FROM_CLIENTS_FTP_FILES_LIST_IB_D2S_RC	1321	261	2026-04-22 06:43:00.277	2026-04-24 06:23:00.737
FA_CLIENTS_EMAIL	794	234	2026-04-22 06:35:05.143	2026-04-24 06:06:20.310
TimeoutEvent	18	191	2026-04-22 06:45:56.630	2026-04-24 06:16:38.817
Schedule_BPExpirator	6	191	2026-04-22 06:45:52.807	2026-04-24 06:16:38.817
Schedule_PurgeService	8	144	2026-04-22 06:45:47.773	2026-04-24 06:25:51.590
Schedule_MessagePurge	330	96	2026-04-22 06:45:47.150	2026-04-24 06:15:48.130
Schedule_DocumentStatsArchive	332	96	2026-04-22 06:45:47.167	2026-04-24 06:15:48.130
Schedule_Scheduled_AlertService	680	96	2026-04-22 06:45:48.223	2026-04-24 06:16:35.587
Alert	682	96	2026-04-22 06:45:50.260	2026-04-24 06:16:35.587
Recover.bpml	12	63	2026-04-22 07:15:52.753	2026-04-24 05:45:55.163
Schedule_BPRecovery	5	63	2026-04-22 07:15:52.753	2026-04-24 05:45:55.163
FA_CLIENTS_JIRA_TICKETS	821	47	2026-04-22 07:30:00.097	2026-04-24 05:30:00.670
FA_FROM_REVSPRING_SIMPLE_EMAIL	1403	38	2026-04-22 06:35:00.067	2026-04-24 05:35:00.473
FA_TO_LIVEVOX_IVR_CNSMR_LIST_OB_BD_S2D_NT	1420	34	2026-04-22 06:40:00.837	2026-04-24 06:25:00.210
FA_CLIENTS_GET_LIST	797	33	2026-04-22 07:05:00.060	2026-04-24 06:05:00.713
FA_CLIENTS_ENCOUNTER_LOAD	829	30	2026-04-22 07:05:11.833	2026-04-24 04:45:17.647
FA_FROM_REVSPRING_IB_BD_PULL	1289	28	2026-04-22 07:00:00.653	2026-04-24 06:00:00.050
FA_FROM_WOMANS_HOSPITAL_EPIC_IB_BD_PULL	1356	26	2026-04-22 06:42:00.697	2026-04-23 18:42:00.077
FA_FROM_WOMANS_HOSPITAL_IB_BD_PULL	970	26	2026-04-22 06:47:00.137	2026-04-23 18:47:00.530
Schedule_PartialDocumentCleanUpService	331	24	2026-04-22 07:45:47.020	2026-04-24 05:45:47.330
FA_FROM_MONUMENT_HEALTH_IB_EO_PULL	933	22	2026-04-22 07:30:00.097	2026-04-23 17:30:00.270
FA_FROM_INCEPTION_IB_EO_PULL	837	20	2026-04-22 07:20:01.040	2026-04-23 16:20:00.623
FA_DM_ENOTICE	818	18	2026-04-22 07:15:01.093	2026-04-23 15:15:00.683
Schedule_IWFCDriverService	2	16	2026-04-22 08:45:48.043	2026-04-24 05:45:48.393
FA_TO_HSS_VISPA_OB_EO_PUSH	1364	16	2026-04-22 06:52:00.750	2026-04-24 03:52:00.990
FA_FROM_MERCY_DATAARK_IB_BD_PULL	1216	16	2026-04-22 07:23:00.620	2026-04-23 23:23:00.873
AlertNotification	683	14	2026-04-22 07:15:50.627	2026-04-24 04:46:38.987
FA_CCI_SFTP_FILE_LIST_EMAIL	927	10	2026-04-22 09:00:00.137	2026-04-24 06:00:00.363
FA_FROM_ONE_GI_IB_EO_PULL	1360	10	2026-04-22 08:15:00.750	2026-04-24 06:15:00.950
FA_FROM_ONE_GI_IB_EO_D2S	1359	8	2026-04-22 10:30:00.720	2026-04-23 16:30:00.837
FA_INTEGRATION_TOOLS_API_FAILURES_EMAIL	1156	8	2026-04-22 12:00:00.307	2026-04-24 06:00:00.457
FA_FROM_ACADIA_HEALTHCARE_IB_EO	1503	8	2026-04-22 08:00:00.747	2026-04-23 14:00:00.917
FA_FROM_UNIVERSITY_OF_MISSOURI_IB_BD_PULL	948	6	2026-04-22 09:30:00.087	2026-04-23 15:30:00.180
FA_VANTAGE_PAY_IB_BD_FP	972	6	2026-04-22 07:15:00.103	2026-04-23 16:00:00.220
EmailOnError	685	6	2026-04-22 07:05:15.537	2026-04-24 04:41:30.217
FA_B2B_CLIENTS_PLACEMENT_EMAILS_OB_BDEO_S2S_RPT	1417	6	2026-04-22 12:00:00.730	2026-04-24 06:00:00.863
FA_HSS_SBO_IB_EOBD_D2S_RC	1518	6	2026-04-22 11:00:00.753	2026-04-23 15:00:00.887
FA_FROM_ST_THOMAS_EMERGENCY_MED_IB_BD_PULL	1475	6	2026-04-22 10:00:00.767	2026-04-24 06:00:00.863
FA_FROM_ACADIA_HEALTHCARE_IB_BD_P2S_TR	1223	6	2026-04-22 06:53:00.583	2026-04-24 05:53:00.667
FA_FROM_ACADIA_HEALTHCARE_IB_BD_P2X_NB	1254	6	2026-04-22 06:35:00.583	2026-04-23 09:35:00.140
FA_FROM_ENSEMBLE_COVENANT_IB_BD_PULL	1237	4	2026-04-22 09:44:00.597	2026-04-23 10:29:00.663
FA_FROM_THEDACARE_IB_BD_PULL	1238	4	2026-04-22 09:45:00.590	2026-04-23 10:30:00.667
FA_FROM_ACCRETIVE_IB_BD_PULL	1231	4	2026-04-22 08:15:00.597	2026-04-23 14:15:00.660
FA_FROM_NEW_LIGHT_IMAGING_IB_EO_PULL	1220	4	2026-04-22 14:16:00.583	2026-04-24 06:25:00.647
FA_FROM_THEDACARE_BH_IB_BD_PULL	1316	4	2026-04-22 09:50:00.827	2026-04-23 10:35:01.110
FA_DM_ACCOUNTS_RETURN_IB_BDEO_S2X_BDL	1456	4	2026-04-22 09:40:00.717	2026-04-23 17:16:00.767
FA_TO_CCI_LEGAL_OB_BD_S2D_NT	1144	4	2026-04-22 13:00:00.257	2026-04-24 01:00:00.337
FA_FROM_VENTRA_HEALTH_IB_BD_PULL	1515	4	2026-04-22 09:50:00.797	2026-04-23 15:50:00.883
FA_FROM_ATHENA_IB_BD_D2X_NB_MDOS	1305	3	2026-04-23 04:30:00.660	2026-04-24 04:30:00.703
FA_FROM_ATHENA_IB_BD_D2X_TR	1306	2	2026-04-22 13:25:00.617	2026-04-23 13:25:00.653
FA_FROM_NORTON_HEALTHCARE_EPIC_IB_BD_PULL	1308	2	2026-04-22 09:52:00.613	2026-04-23 09:52:00.620
FA_FROM_PAY_N_SECONDS_CNSMR_AR_LOG_IB_BD_S2S_SBDL	1309	2	2026-04-23 04:52:00.637	2026-04-24 04:52:00.653
FA_ARNOT_HEALTH_IB_EO_NB	1310	2	2026-04-22 17:50:00.653	2026-04-23 17:50:00.707
FA_FROM_FORTPAYNE_IB_BD_PULL	1311	2	2026-04-22 09:15:00.623	2026-04-23 09:15:00.643
FA_FROM_VANTAGE_PAY_ARNOT_HEALTH_IB_EO_NT	1314	2	2026-04-22 10:15:00.673	2026-04-23 10:15:00.693
FA_TO_DENVER_HEALTH_HEALTHFUSE_OB_BD_S2D_DIALER	1291	2	2026-04-22 14:25:00.637	2026-04-23 14:25:00.657
FA_TO_WEBRECON_WORKERS_COMP_OB_BD_S2D_RM	1301	2	2026-04-22 10:25:00.617	2026-04-23 10:25:00.647
FA_FROM_WEBRECON_WORKERS_COMP_IB_BD_PULL	1302	2	2026-04-22 10:55:00.617	2026-04-23 10:55:00.653
FA_TO_WEBRECON_WORKERS_COMP_RESULTS_OB_BD_S2D_RPT	1303	2	2026-04-22 11:45:00.617	2026-04-23 11:45:00.647
