-- ========================
-- 6A
-- ========================
WFD_ID	NAME	latest_WFD_VERSION	version_count	latest_version_mod_date	latest_version_edited_by	DESCRIPTION	family	suffix_code	direction	instances_30d	instances_7d	instances_48h	instances_live	instances_restore	runs_status_0	runs_status_1	runs_status_other	is_active_30d	distinct_versions_seen_running	distinct_nodes_seen	earliest_start_30d	latest_start_30d	avg_duration_seconds	max_duration_seconds	velocity_tier	wfd_status	wfd_type	PERSISTENCE_LEVEL	RECOVERY_LEVEL	ONFAULT	DOCTRACKING	EVENT_LEVEL	CATEGORY	ENCODING	LIFE_SPAN	REMOVAL_METHOD
874	FA_TO_METROPOLITAN_ANES_OB_BD_S2D_NT	4	4	2024-03-14 08:24:57.497	dtraxler	Update to use sequence 9	FA_TO	NT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 13:26:00.160	2026-04-23 13:26:00.063	57.200000	278	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
831	FA_TO_MONUMENT_HEALTH_OB_EO_S2D_RT	2	2	2022-04-11 16:18:47.683	dtraxler	Corrected the client id and sequence id.	FA_TO	RT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 11:10:00.193	2026-04-23 11:10:00.043	2.800000	4	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		UTF8	-1	0
1207	FA_TO_NORTON_HEALTHCARE_EPIC_OB_BD_S2D_RT	1	1	2024-04-03 19:56:42.703	glgaonkar	FA_TO_NORTON_HEALTHCARE_EPIC_OB_BD_S2D_RT	FA_TO	RT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 11:40:00.190	2026-04-23 11:40:00.587	3.600000	9	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1526	FA_TO_PAYGROUND_ALL_CLIENTS_OB_EO_S2J_RPT	1	1	2026-01-16 08:10:36.850	vxbandekar	FA_TO_PAYGROUND_ALL_CLIENTS_OB_EO_S2J_RPT	FA_TO	RPT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 03:53:00.650	2026-04-24 03:53:00.833	317.800000	529	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1003	FA_TO_PAY_N_SECONDS_CLICK2PAY_OB_BD_S2D_RC	1	1	2023-03-24 08:06:06.213	rbmakram	FIRST LOAD	FA_TO	RC	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 09:35:00.143	2026-04-24 09:35:00.163	85.400000	419	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1230	FA_TO_PCHCC_OB_BD_S2D_NT	1	1	2024-04-24 08:11:51.173	csbernal	Initial load	FA_TO	NT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 07:09:00.307	2026-04-24 07:09:00.663	3.200000	7	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1348	FA_TO_PHIN_SOLUTIONS_BKY_OB_BD_S2D_SP	2	1	2024-09-20 07:34:08.513	glgaonkar	Phin Solution BKY send email IBM-733	FA_TO	SP	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 06:58:00.453	2026-04-24 06:58:00.723	12.200000	49	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1175	FA_TO_PNS_MEMORIAL_HOSPITAL_OB_EO_S2D_RM	1	1	2024-01-19 08:43:21.803	jcknox	Initial	FA_TO	RM	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 11:30:00.317	2026-04-23 11:30:00.593	4.200000	8	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
873	FA_TO_PRHCC_OB_BD_S2D_NT	1	1	2022-08-29 17:42:01.653	dtraxler	FA_TO_PRHCC_OB_BD_S2D_NT	FA_TO	NT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 06:59:00.163	2026-04-24 06:59:00.070	2.600000	4	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
869	FA_TO_QUORUM_HEALTH_BD_OB_S2P_NT	1	1	2022-08-26 11:04:57.870	tmrossman	FA_TO_QUORUM_HEALTH_BD_OB_S2P_NT	FA_TO	NT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 08:14:00.217	2026-04-24 08:14:00.053	9.400000	39	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1318	FA_TO_REG_F_AUDIT_OB_EOBD_S2D_RPT	1	1	2024-07-18 06:05:44.733	mzgonal	First_Load	FA_TO	RPT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 07:00:00.417	2026-04-24 07:00:00.723	5.000000	6	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1206	FA_TO_RIVER_PLACE_OB_BD_S2D_RT	1	1	2024-04-03 12:36:09.943	glgaonkar	FA_TO_RIVER_PLACE_OB_BD_S2D_RT	FA_TO	RT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 12:14:00.567	2026-04-23 12:14:00.627	4.600000	11	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
993	FA_TO_ROPER_ST_FRANCIS_OB_BD_S2D_RTNT	1	1	2023-03-14 13:51:14.900	tmrossman	FA_TO_ROPER_OB_BD_S2D_RTNT	FA_TO	RTNT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 07:15:00.130	2026-04-24 07:15:00.167	23.000000	105	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1523	FA_TO_RUSH_OB_RPT	2	2	2026-01-14 11:48:38.950	jcknox	updated IDS	FA_TO	RPT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 11:17:00.547	2026-04-23 11:17:00.783	74.400000	362	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
889	FA_TO_RUSH_PRIMARY_OB_BD_S2D_NT	2	2	2024-02-15 08:31:25.867	vxbandekar	FA_TO_RUSH_PRIMARY_OB_BD_S2D_NT	FA_TO	NT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 13:23:00.167	2026-04-23 13:23:00.073	2.800000	4	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
890	FA_TO_RUSH_SECONDARY_OB_BD_S2D_NT	2	2	2024-02-15 08:34:06.203	vxbandekar	FA_TO_RUSH_SECONDARY_OB_BD_S2D_NT	FA_TO	NT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 13:23:00.167	2026-04-23 13:23:00.073	3.800000	9	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
846	FA_TO_SENDRIGHT_3P_TEXT_SEND_OB_BD_S2D	3	3	2026-01-29 22:15:29.723	vxbandekar	Updated Seq Id to 12	FA_TO	S2D	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 09:32:00.597	2026-04-24 09:32:00.073	24.000000	80	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1415	FA_TO_SENDRIGHT_TEXT_SEND_OB_EO_S2D	3	3	2026-01-29 22:17:33.057	vxbandekar	Updated Seq Id to 11	FA_TO	S2D	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 09:29:00.353	2026-04-24 09:29:00.763	3.400000	8	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1276	FA_TO_SHERIDAN_HEALTHCARE_HFRSTPAY_IB_BD_P2D_TR	1	1	2024-06-06 01:19:41.510	mzgonal	First_Load	FA_TO	TR	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 03:12:00.583	2026-04-24 03:12:00.633	3.400000	5	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1430	FA_TO_SPINE_HOSPITAL_OF_LOUISIANA_OB_BD_S2P_RT	1	1	2025-03-26 09:35:57.247	mxkellogg	FA_TO_SPINE_HOSPITAL_OF_LOUISIANA_OB_BD_S2P_RT	FA_TO	RT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 11:20:00.463	2026-04-23 11:20:00.780	39.000000	186	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1250	FA_TO_ST_VINCENT_OB_BD_S2D_INV	1	1	2024-05-10 08:05:55.117	glgaonkar	FA_TO_ST_VINCENT_OB_BD_S2D_INV	FA_TO	INV	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 09:07:00.583	2026-04-24 09:07:00.643	3.600000	7	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
858	FA_TO_ST_VINCENT_OB_BD_S2P_NT	3	3	2025-08-18 15:16:07.230	mxkellogg	Updated Seq_IDs	FA_TO	NT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 08:29:00.163	2026-04-24 08:29:00.100	41.600000	200	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
871	FA_TO_SUNY_OB_BD_S2D_NT	1	1	2022-08-26 14:57:43.777	rbmakram	FIRST LOAD	FA_TO	NT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 09:53:00.103	2026-04-24 09:53:00.057	26.800000	126	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
979	FA_TO_TRANS_UNION_PCT_OB_S2D_RC	1	1	2023-02-21 09:07:16.767	rbmakram	FIRST LOAD	FA_TO	RC	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 06:26:00.170	2026-04-24 06:26:00.183	56.800000	274	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1140	FA_TO_UCH_SBO_DLY_OB_BD_S2D_RT	1	1	2023-09-06 13:33:33.010	mxkellogg	FA_TO_UCH_SBO_DLY_OB_BD_S2D_RT	FA_TO	RT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 06:35:00.987	2026-04-24 06:35:00.280	20.400000	81	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1141	FA_TO_UCH_SBO_OB_BD_S2D_NT	1	1	2023-09-06 13:34:29.647	mxkellogg	FA_TO_UCH_SBO_OB_BD_S2D_NT	FA_TO	NT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 20:00:00.267	2026-04-23 20:00:00.287	2.600000	4	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
954	FA_TO_UNIVERSITY_HOSPITAL_OF_NEW_JERSEY_OB_BD_S2D_NT	1	1	2023-01-23 15:11:05.917	rbmakram	FIRST LOAD	FA_TO	NT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 08:45:00.197	2026-04-24 08:45:00.137	152.800000	754	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1426	FA_TO_UNIVERSITY_HOSPITAL_OF_NEW_JERSEY_OB_BD_S2D_RTNT	2	2	2025-05-27 05:35:13.303	mzgonal	updated the client id and sequence id	FA_TO	RTNT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 03:55:00.513	2026-04-24 03:55:00.797	69.000000	206	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1401	FA_TO_VANDERBILT_NEWLIGHT_STATEMENT_REVSPRING_OB_EO_S2D_SP	3	3	2025-06-25 10:39:28.940	glgaonkar	Moved seq 15 out as separate process.	FA_TO	SP	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 16:10:00.450	2026-04-23 16:10:00.727	2.800000	4	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
965	FA_TO_VANTAGE_PAY_OB_EO_S2D_ENCOUNTER_DETAIL	1	1	2023-02-07 09:15:32.280	tmrossman	FA_TO_VANTAGE_PAY_OB_S2D_ENCOUNTER_DETAIL	FA_TO	DETAIL	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 19:03:00.213	2026-04-23 19:03:00.150	2.400000	4	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
966	FA_TO_VANTAGE_PAY_OB_EO_S2D_ENCOUNTER_FILE	1	1	2023-02-07 09:21:08.497	tmrossman	FA_TO_VANTAGE_PAY_OB_S2D_ENCOUNTER_FILE	FA_TO	FILE	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 19:00:00.240	2026-04-23 19:00:00.177	2.600000	4	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
967	FA_TO_VANTAGE_PAY_OB_EO_S2D_GUARANTOR_FILE	1	1	2023-02-07 09:36:17.397	tmrossman	FA_TO_VANTAGE_PAY_OB_S2D_GUARANTOR_FILE	FA_TO	FILE	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 19:05:00.203	2026-04-23 19:05:00.130	2.000000	2	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
958	FA_TO_VIRGINIA_COMMONWEALTH_UNIVERSITY_BD_OB_S2D_NTRT	1	1	2023-02-01 11:43:01.107	dtraxler	FA_TO_VIRGINIA_COMMONWEALTH_UNIVERSITY_BD_OB_S2D_NTRT	FA_TO	NTRT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 08:55:00.163	2026-04-24 08:55:00.150	40.000000	192	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
956	FA_TO_VISPA_MONUMENT_HEALTH_IB_EO_PUSH	1	1	2023-01-31 11:11:47.270	sametzler	INITIAL	FA_TO	PUSH	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 17:00:00.197	2026-04-23 17:00:00.137	3.000000	4	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
862	FA_TO_WALTHALL_GENERAL_HOSPITAL_OB_BD_S2D_NT	1	1	2022-08-22 17:10:54.893	sametzler	Initial	FA_TO	NT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 06:42:00.110	2026-04-24 06:42:00.100	4.400000	10	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1301	FA_TO_WEBRECON_WORKERS_COMP_OB_BD_S2D_RM	1	1	2024-06-21 02:39:56.477	vxbandekar	FA_TO_WEBRECON_WORKERS_COMP_OB_BD_S2D_RM	FA_TO	RM	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 10:25:00.337	2026-04-24 10:25:00.647	114.800000	456	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1303	FA_TO_WEBRECON_WORKERS_COMP_RESULTS_OB_BD_S2D_RPT	1	1	2024-06-24 04:58:11.503	vxbandekar	FA_TO_WEBRECON_WORKERS_COMP_RESULTS_OB_BD_S2D_RPT	FA_TO	RPT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 11:45:00.373	2026-04-23 11:45:00.647	51.200000	242	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1361	FA_TO_WOMANS_HOSPITAL_EPIC_OB_BD_S2D_NTRT	1	1	2024-10-04 14:09:20.937	mxkellogg	FA_TO_WOMANS_HOSPITAL_EPIC_OB_BD_S2D_NTRT	FA_TO	NTRT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 22:00:00.380	2026-04-23 22:00:00.737	2.800000	5	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1225	FA_TO_WOMANS_HOSPITAL_OB_BD_S2P_NTRT	1	1	2024-04-16 07:03:51.457	vxbandekar	FA_TO_WOMANS_HOSPITAL_OB_BD_S2P_NTRT	FA_TO	NTRT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 14:39:00.323	2026-04-23 14:39:00.603	2.400000	4	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1075	FA_TO_YAMPA_VALLEY_MEDICAL_OB_BD_S2D_NT	1	1	2023-07-13 22:27:58.107	mxkellogg	Initial YAMPA VALLEY MEDICAL OUTBOUND NOTES	FA_TO	NT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 08:40:00.297	2026-04-24 08:40:00.233	3.400000	7	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		UTF8	-1	0
1076	FA_TO_YAMPA_VALLEY_MEDICAL_OB_BD_S2D_RT	1	1	2023-07-13 22:28:43.660	mxkellogg	Initial FA_YAMPA_VALLEY_MEDICAL_OB_BD_S2D_RT	FA_TO	RT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 08:43:00.243	2026-04-24 08:43:00.190	3.000000	5	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		UTF8	-1	0
1188	FA_TO_ZOTEC_IB_BD_S2D_NB_BYPASS_RPT	1	1	2024-02-27 04:56:25.603	vxbandekar	FA_TO_ZOTEC_IB_BD_S2D_NB_BYPASS_RPT	FA_TO	RPT	outbound	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 14:00:00.233	2026-04-23 14:00:00.587	5.600000	8	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
891	FA_ULS_TO_VISPA_OB_PY	1	1	2022-09-09 13:57:48.557	rbmakram	FIRST LOAD	FA_OTHER	NULL	NULL	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 05:20:00.310	2026-04-24 05:20:00.083	0.600000	1	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1451	FILE_REMOVE_VANDERBILT_NEWLIGHT	1	1	2025-06-04 13:31:58.793	glgaonkar	Remove files from FTP server those are not needed	FILE_REMOVE	NULL	NULL	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 22:40:00.520	2026-04-23 22:40:00.767	2.600000	4	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
9	Schedule_AutoTerminateService	4	4	2022-11-09 08:37:03.997	admin	updated by archive manager	Schedule	NULL	NULL	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 04:00:01.040	2026-04-24 04:00:00.070	0.800000	2	Tier 4 (daily/weekly)	1	101	3	3	false	false	2	NULL	NULL	-1	0
10	Schedule_BPLinkagePurgeService	4	4	2022-11-09 08:37:04.060	admin	updated by archive manager	Schedule	NULL	NULL	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 02:30:00.467	2026-04-24 02:30:00.993	0.800000	1	Tier 4 (daily/weekly)	1	101	3	3	false	false	2	NULL	NULL	-1	0
674	Schedule_BackupService	3	3	2024-06-28 08:21:54.823	rbmakram	Schedule_BackupService	Schedule	NULL	NULL	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 02:00:00.470	2026-04-24 02:00:00.143	404.600000	498	Tier 4 (daily/weekly)	1	101	3	3	false	false	2	NULL	NULL	-1	0
17	Schedule_CheckExpireService	1	1	2021-03-23 09:00:33.823	NULL	Schedule_CheckExpireService	Schedule	NULL	NULL	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 02:30:01.017	2026-04-24 02:30:00.930	0.000000	0	Tier 4 (daily/weekly)	1	101	3	3	false	false	2	NULL	NULL	-1	-1
7	Schedule_PerfDataPurgeService	1	1	2021-03-23 08:59:33.523	NULL	Schedule_PerfDataPurgeService	Schedule	NULL	NULL	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 03:00:00.260	2026-04-24 03:00:01.027	0.000000	0	Tier 4 (daily/weekly)	1	101	3	3	false	false	2	NULL	NULL	-1	-1
4	Schedule_ProducedMsgPurgeService	1	1	2021-03-23 08:59:33.213	NULL	Schedule_ProducedMsgPurgeService	Schedule	NULL	NULL	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 02:00:00.207	2026-04-24 02:00:01.033	0.000000	0	Tier 4 (daily/weekly)	1	101	3	3	false	false	2	NULL	NULL	-1	-1
164	Schedule_SAPTidCleaner	4	4	2021-03-23 09:31:29.993	admin	v1	Schedule	NULL	NULL	5	2	2	2	3	5	0	0	1	1	1	2026-03-27 12:31:36.313	2026-04-23 17:45:47.880	0.000000	0	Tier 4 (daily/weekly)	1	1	0	3	false	false	2	NULL	None	-1	0
1330	FA_FROM_RNN_IB_D2S_RESP	2	2	2024-10-04 05:06:57.267	vxbandekar	FA_FROM_RNN_IB_D2S_RESP	FA_FROM	RESP	inbound	4	2	2	2	2	4	0	0	1	1	1	2026-04-01 20:55:00.427	2026-04-23 20:55:00.717	2.750000	3	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
851	FA_TO_FORREST_GENERAL_OB_BD_S2D_NT	1	1	2022-08-17 11:36:53.003	dtraxler	Initial check in of business process for Forrest General Notes.	FA_TO	NT	outbound	4	2	2	2	2	4	0	0	1	1	1	2026-04-01 06:40:00.117	2026-04-24 06:40:00.110	4.000000	6	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		UTF8	-1	0
773	CheckActiveSessionService	2	2	2021-03-23 09:30:27.853	fg_sysadmin	CheckActiveSessionService	Sterling_Infra	NULL	NULL	3	1	1	1	2	3	0	0	1	1	1	2026-04-01 12:31:36.223	2026-04-23 17:45:46.970	0.333333	1	Tier 4 (daily/weekly)	1	1	0	3	false	false	2	NULL	None	-1	0
1545	FA_AMSURG_MHS_IB_BD_NB	1	1	2026-04-10 09:18:11.637	jcknox	initial	FA_OTHER	NULL	NULL	3	2	2	2	1	3	0	0	1	1	1	2026-04-15 14:00:00.257	2026-04-23 14:00:00.777	4.666666	5	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1544	FA_LIFESPAN_R1_IB_BD_TR	1	1	2026-04-09 22:54:08.383	mxkellogg	FA_LIFESPAN_R1_IB_BD_TR	FA_OTHER	NULL	NULL	3	2	2	2	1	3	0	0	1	1	1	2026-04-15 08:40:00.057	2026-04-24 08:40:00.793	3.000000	4	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1433	FA_TO_INCEPTION_OB_EO_S2D_RT	1	1	2025-04-02 13:01:29.100	rbmakram	FIRST LOAD	FA_TO	RT	outbound	3	1	1	1	2	3	0	0	1	1	1	2026-04-01 17:00:00.273	2026-04-22 17:00:00.720	2.333333	3	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1479	FA_TO_KINDBODY_IB_EOBD_D2D_TR	2	2	2025-08-19 05:11:06.160	mzgonal	seq ids plural value	FA_TO	TR	outbound	3	0	0	0	3	3	0	0	1	1	1	2026-03-27 08:40:00.563	2026-04-15 08:40:00.040	4.333333	9	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1543	FA_TO_STITCHFIN_WVU_IB_BD_PUSH	1	1	2026-04-07 12:45:54.617	csbernal	Initial Load	FA_TO	PUSH	outbound	3	2	2	2	1	3	0	0	1	1	1	2026-04-15 13:00:00.803	2026-04-23 13:00:00.787	5.666666	6	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
679	RestoreService	2	2	2021-03-23 09:33:44.793	NULL	created via command line	OTHER	NULL	NULL	3	0	0	0	3	3	0	0	1	1	1	2026-04-01 02:39:18.480	2026-04-01 03:02:42.540	371.000000	573	Tier 4 (daily/weekly)	1	102	0	3	false	false	2	NULL	NULL	-1	-1
1294	FA_FROM_EAST_CAROLINA_ANESTHESIA_ASSOCIATES_IB_BD_SFTP_PULL	1	1	2024-06-18 15:19:07.130	jcknox	Initial	FA_FROM	PULL	inbound	2	0	0	0	2	2	0	0	1	1	1	2026-03-27 16:05:00.407	2026-04-01 16:05:00.527	2.500000	3	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1547	FA_FROM_KINDBODY_IB_EOBD	1	1	2026-04-15 13:01:29.377	mxkellogg	FA_FROM_KINDBODY_IB_EOBD	FA_FROM	EOBD	inbound	2	2	2	2	0	2	0	0	1	1	1	2026-04-23 04:45:00.800	2026-04-24 04:45:00.840	4.000000	5	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1531	FA_FROM_LINK_DHS_SCORE_IB_EOBD_D2X_BDL	4	4	2026-04-01 23:47:03.493	vxbandekar	Kept seq id 2 alone	FA_FROM	BDL	inbound	2	0	0	0	2	2	0	0	1	2	1	2026-04-01 09:18:03.930	2026-04-01 23:47:28.100	232.500000	461	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
977	FA_FROM_MERCY_ENS_NAPLES_NB_PULL	2	2	2023-02-21 10:27:29.743	sametzler	"PROCESS_TYPE">SFTP_PULL</assign>	FA_FROM	PULL	inbound	2	0	0	0	2	2	0	0	1	1	1	2026-03-27 07:36:00.267	2026-04-01 07:36:00.390	4.500000	7	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1406	FA_TO_ACCRETIVE_OB_BD_S2P_SE	3	3	2025-01-22 23:56:29.893	mzgonal	added seq 3	FA_TO	SE	outbound	2	0	0	0	2	2	0	0	1	1	1	2026-04-01 12:37:00.230	2026-04-15 12:37:00.280	19.500000	37	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
893	FA_TO_ACCRETIVE_ST_JOHN_OAKLAND_OB_BD_S2P_RT	1	1	2022-09-12 13:04:46.467	rbmakram	FIRST LOAD	FA_TO	RT	outbound	2	1	1	1	1	2	0	0	1	1	1	2026-03-27 10:10:00.877	2026-04-24 10:10:00.047	3.500000	4	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
906	FA_TO_ACCRETIVE_TX_OB_BD_S2P_RT	3	3	2022-10-03 07:47:02.020	sametzler	UPDATED BP	FA_TO	RT	outbound	2	0	0	0	2	2	0	0	1	1	1	2026-04-01 09:00:00.893	2026-04-15 09:00:00.920	86.500000	166	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
909	FA_TO_ACCRETIVE_WACO_OB_BD_EMPTY_RM	1	1	2022-09-16 10:24:07.270	rbmakram	FIRST LOAD	FA_TO	RM	outbound	2	0	0	0	2	2	0	0	1	1	1	2026-04-01 08:09:00.917	2026-04-15 08:09:00.940	176.000000	347	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		UTF8	-1	0
892	FA_TO_ACCRETIVE_WACO_OB_BD_S2P_RT	1	1	2022-09-09 16:50:03.253	rbmakram	FIRST LOAD	FA_TO	RT	outbound	2	0	0	0	2	2	0	0	1	1	1	2026-04-01 09:10:03.170	2026-04-15 09:10:00.213	5.500000	9	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1094	FA_TO_ADENA_EPIC_OSU_OB_BD	1	1	2023-07-20 14:18:49.180	rbmakram	FIRST LOAD	FA_TO	BD	outbound	2	0	0	0	2	2	0	0	1	1	1	2026-04-01 08:40:00.027	2026-04-15 08:40:00.070	5.500000	9	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
1337	FA_TO_ADENA_HB_OB_BD	1	1	2024-09-13 14:39:06.797	mxkellogg	FA_TO_ADENA_HB_OB_BD	FA_TO	BD	outbound	2	0	0	0	2	2	0	0	1	1	1	2026-04-01 08:40:00.200	2026-04-15 08:40:00.243	4.000000	6	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
913	FA_TO_ADENA_MEDICAL_GROUP_ECLINICWORKS_INHOUSE_OB_BD_S2D_RT	1	1	2022-09-19 11:07:08.700	tmrossman	FA_TO_ADENA_MEDICAL_GROUP_ECLINICWORKS_INHOUSE_BD_OB_S2D_RT	FA_TO	RT	outbound	2	1	1	1	1	2	0	0	1	1	1	2026-03-27 08:15:00.897	2026-04-24 08:15:00.073	3.500000	5	Tier 4 (daily/weekly)	1	1	0	3	false	false	2		NULL	-1	0
